,의안번호,의안명,제안자구분,제안일자,의결일자,의결결과,주요내용,심사진행상태
58,2101741,공탁법 일부개정법률안(양정숙의원 등 12인),의원,2020-07-09,,,,소관위접수
59,2101740,상가건물 임대차보호법 일부개정법률안(이해식의원 등 10인),의원,2020-07-09,,,,소관위접수
60,2101739,축산법 일부개정법률안(송옥주의원 등 10인),의원,2020-07-09,,,,소관위접수
61,2101738,스토킹 범죄의 처벌 등에 관한 법률안(임호선의원 등 23인),의원,2020-07-09,,,,소관위접수
62,2101737,소득세법 일부개정법률안(박홍근의원 등 12인),의원,2020-07-09,,,,소관위접수
63,2101736,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(임호선의원 등 23인),의원,2020-07-09,,,,소관위접수
64,2101735,체육시설의 설치·이용에 관한 법률 일부개정법률안(안규백의원 등 19인),의원,2020-07-09,,,,소관위접수
65,2101734,아동복지법 일부개정법률안(양정숙의원 등 12인),의원,2020-07-09,,,,소관위접수
66,2101733,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안(서동용의원 등 15인),의원,2020-07-09,,,,소관위접수
67,2101732,공중보건 위기대응 의료제품의 개발촉진 및 긴급대응을 위한 의료제품 공급 특례법안(한정애의원 등 10인),의원,2020-07-09,,,,소관위접수
68,2101731,약사법 일부개정법률안(김상희의원 등 10인),의원,2020-07-09,,,,소관위접수
69,2101730,아동복지법 일부개정법률안(김정재의원 등 12인),의원,2020-07-09,,,,소관위접수
70,2101729,근로기준법 일부개정법률안(박정의원 등 18인),의원,2020-07-09,,,,소관위접수
71,2101728,주거기본법 일부개정법률안(박정의원 등 15인),의원,2020-07-09,,,,소관위접수
72,2101727,모자보건법 일부개정법률안(박정의원 등 18인),의원,2020-07-09,,,,소관위접수
73,2101726,신용협동조합법 일부개정법률안(박정의원 등 13인),의원,2020-07-09,,,,소관위접수
74,2101725,민사소송법 일부개정법률안(양정숙의원 등 11인),의원,2020-07-09,,,,소관위접수
75,2101724,고용정책 기본법 일부개정법률안(박정의원 등 18인),의원,2020-07-09,,,,소관위접수
76,2101723,종합부동산세법 일부개정법률안(박홍근의원 등 12인),의원,2020-07-09,,,,소관위접수
77,2101722,주택임대차보호법 일부개정법률안(이해식의원 등 10인),의원,2020-07-09,,,,소관위접수
78,2101721,고용정책 기본법 일부개정법률안(박완수의원 등 10인),의원,2020-07-09,,,,소관위접수
79,2101720,국가균형발전 특별법 일부개정법률안(박완수의원 등 10인),의원,2020-07-09,,,,소관위심사
80,2101719,국민기초생활 보장법 일부개정법률안(이해식의원 등 14인),의원,2020-07-09,,,,소관위접수
81,2101718,지방세법 일부개정법률안(박홍근의원 등 12인),의원,2020-07-09,2020-07-15,철회,,철회
82,2101717,혁신도시 조성 및 발전에 관한 특별법 일부개정법률안(전봉민의원 등 10인),의원,2020-07-09,,,,소관위접수
83,2101716,지방세특례제한법 일부개정법률안(박홍근의원 등 12인),의원,2020-07-09,,,,소관위접수
84,2101715,문화재보호법 일부개정법률안,정부,2020-07-09,,,,소관위접수
85,2101714,응급의료에 관한 법률 일부개정법률안,정부,2020-07-09,,,,소관위접수
86,2101713,종합부동산세법 일부개정법률안(김진애의원 등 11인),의원,2020-07-09,,,,소관위접수
87,2101712,근로기준법 일부개정법률안(강은미의원 등 12인),의원,2020-07-09,,,,소관위접수
88,2101711,미세먼지 저감 및 관리에 관한 특별법 일부개정법률안(이상헌의원 등 12인),의원,2020-07-09,,,,소관위접수
89,2101710,형법 일부개정법률안(김용민의원 등 18인),의원,2020-07-09,,,,소관위접수
90,2101709,법원조직법 일부개정법률안(박주민의원 등 12인),의원,2020-07-09,,,,소관위접수
91,2101708,검찰청법 일부개정법률안(박주민의원 등 12인),의원,2020-07-09,,,,소관위접수
92,2101707,변호사법 일부개정법률안(박주민의원 등 11인),의원,2020-07-09,,,,소관위접수
93,2101706,공직선거법 일부개정법률안(안규백의원 등 16인),의원,2020-07-09,,,,소관위접수
94,2101705,독점규제 및 공정거래에 관한 법률 일부개정법률안(안규백의원 등 14인),의원,2020-07-09,,,,소관위접수
95,2101704,국가통합교통체계효율화법 일부개정법률안(안규백의원 등 14인),의원,2020-07-09,,,,소관위접수
96,2101703,민방위기본법 일부개정법률안,정부,2020-07-09,,,,소관위접수
97,2101702,지방공무원법 일부개정법률안(서범수의원 등 13인),의원,2020-07-09,,,,소관위접수
98,2101701,국회의원수당 등에 관한 법률 일부개정법률안(서범수의원 등 13인),의원,2020-07-09,,,,소관위접수
99,2101700,지방자치법 일부개정법률안(서범수의원 등 13인),의원,2020-07-09,,,,소관위접수
0,2101699,지방공기업법 일부개정법률안,정부,2020-07-09,,,,소관위접수
1,2101698,자연재해대책법 일부개정법률안(박덕흠의원 등 11인),의원,2020-07-09,,,,소관위접수
2,2101697,최저임금법 일부개정법률안(최승재의원 등 11인),의원,2020-07-09,,,,소관위접수
3,2101696,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(김상훈의원 등 10인),의원,2020-07-09,,,,소관위심사
4,2101695,고등교육법 일부개정법률안(권인숙의원 등 13인),의원,2020-07-09,,,,소관위접수
5,2101694,법인세법 일부개정법률안(이형석의원 등 15인),의원,2020-07-09,,,,소관위접수
6,2101693,교육공무원법 일부개정법률안(권인숙의원 등 14인),의원,2020-07-09,,,,소관위접수
7,2101692,사립학교법 일부개정법률안(권인숙의원 등 14인),의원,2020-07-09,,,,소관위접수
8,2101691,공중화장실 등에 관한 법률 일부개정법률안,정부,2020-07-09,,,,소관위접수
9,2101690,부가가치세법 일부개정법률안(문진석의원 등 11인),의원,2020-07-09,,,,소관위접수
10,2101689,중소기업기본법 일부개정법률안(김경만의원 등 14인),의원,2020-07-09,,,,소관위심사
11,2101688,산업재해보상보험법 일부개정법률안(장철민의원 등 12인),의원,2020-07-09,,,,소관위접수
12,2101687,교육기본법 일부개정법률안(임종성의원 등 11인),의원,2020-07-09,,,,소관위접수
13,2101686,조세특례제한법 일부개정법률안(구자근의원 등 12인),의원,2020-07-09,,,,소관위접수
14,2101685,감염병의 예방 및 관리에 관한 법률 일부개정법률안(허종식의원 등 20인),의원,2020-07-09,,,,소관위접수
15,2101684,고등교육법 일부개정법률안(박영순의원 등 15인),의원,2020-07-09,,,,소관위접수
16,2101683,초·중등교육법 일부개정법률안(임종성의원 등 10인),의원,2020-07-09,,,,소관위접수
17,2101682,의료법 일부개정법률안(김남국의원 등 12인),의원,2020-07-09,2020-07-24,철회,,철회
18,2101681,자율방범대 설치 및 운영에 관한 법률안(유동수의원 등 12인),의원,2020-07-09,,,,소관위접수
19,2101680,변호사법 일부개정법률안(정청래의원 등 10인),의원,2020-07-09,,,,소관위접수
20,2101679,조세특례제한법 일부개정법률안(윤두현의원 등 12인),의원,2020-07-09,,,,소관위접수
21,2101678,국민건강보험법 일부개정법률안(신현영의원 등 11인),의원,2020-07-09,,,,소관위접수
22,2101677,부동산 실권리자명의 등기에 관한 법률 일부개정법률안(김승남의원 등 10인),의원,2020-07-09,,,,소관위접수
23,ZZ21013,국가정보원장후보자(박지원) 인사청문요청안,기타,2020-07-08,,,,소관위심사
24,ZZ21012,국무위원후보자(통일부장관 이인영) 인사청문요청안,기타,2020-07-08,,,,소관위심사보고
25,2101676,소득세법 일부개정법률안(양경숙의원 등 10인),의원,2020-07-08,,,,소관위접수
26,2101675,공익신고자 보호법 일부개정법률안(서동용의원 등 14인),의원,2020-07-08,,,,소관위접수
27,2101674,최저임금법 일부개정법률안(정희용의원 등 10인),의원,2020-07-08,,,,소관위접수
28,2101673,산업안전보건법 일부개정법률안(이병훈의원 등 21인),의원,2020-07-08,,,,소관위접수
29,2101672,직업교육훈련 촉진법 일부개정법률안(서동용의원 등 14인),의원,2020-07-08,,,,소관위접수
30,2101671,사립학교법 일부개정법률안(서동용의원 등 15인),의원,2020-07-08,,,,소관위접수
31,2101670,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(임종성의원 등 13인),의원,2020-07-08,,,,소관위접수
32,2101669,사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안(고영인의원 등 27인),의원,2020-07-08,,,,소관위접수
33,2101668,개발제한구역의 지정 및 관리에 관한 특별조치법 일부개정법률안(김정호의원 등 11인),의원,2020-07-08,,,,소관위접수
34,2101667,국회법 일부개정법률안(권칠승의원 등 10인),의원,2020-07-08,,,,소관위접수
35,2101666,국가회계법 일부개정법률안(김선교의원 등 11인),의원,2020-07-08,,,,소관위접수
36,2101665,국가재정법 일부개정법률안(김선교의원 등 11인),의원,2020-07-08,,,,소관위접수
37,2101664,소년법 일부개정법률안(백혜련의원 등 18인),의원,2020-07-08,,,,소관위접수
38,2101663,출입국관리법 일부개정법률안(백혜련의원 등 12인),의원,2020-07-08,,,,소관위접수
39,2101662,지방세특례제한법 일부개정법률안(구자근의원 등 10인),의원,2020-07-08,,,,소관위접수
40,2101661,5·18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안(민형배의원 등 23인),의원,2020-07-08,,,,소관위접수
41,2101660,대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안(민형배의원 등 19인),의원,2020-07-08,,,,소관위접수
42,2101659,재난 및 안전관리 기본법 일부개정법률안(김민석의원 등 27인),의원,2020-07-08,,,,소관위접수
43,2101658,불법기부금품 등의 몰수에 관한 특례법안(안병길의원 등 23인),의원,2020-07-08,,,,소관위접수
44,2101657,남북협력기금법 일부개정법률안(김홍걸의원 등 15인),의원,2020-07-08,,,,소관위심사
45,2101656,방송통신발전 기본법 일부개정법률안(변재일의원 등 10인),의원,2020-07-08,,,,소관위접수
46,2101655,국민건강증진법 일부개정법률안(최혜영의원 등 16인),의원,2020-07-08,,,,소관위접수
47,2101654,지방자치법 일부개정법률안(전혜숙의원 등 13인),의원,2020-07-08,,,,소관위접수
48,2101653,국가재난관리기금법안(김민석의원 등 27인),의원,2020-07-08,,,,소관위접수
49,2101652,담배사업법 일부개정법률안(최혜영의원 등 17인),의원,2020-07-08,,,,소관위접수
50,2101651,국가재정법 일부개정법률안(김민석의원 등 27인),의원,2020-07-08,,,,소관위접수
51,2101650,남북교류협력에 관한 법률 일부개정법률안(김홍걸의원 등 15인),의원,2020-07-08,,,,소관위심사
52,2101649,식품 등의 표시·광고에 관한 법률 일부개정법률안(고영인의원 등 23인),의원,2020-07-08,,,,소관위접수
53,2101648,조세특례제한법 일부개정법률안(박성중의원 등 10인),의원,2020-07-08,,,,소관위접수
54,2101647,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(이원욱의원 등 11인),의원,2020-07-08,,,,소관위접수
55,2101646,한국주택금융공사법 일부개정법률안(박성중의원 등 11인),의원,2020-07-08,,,,소관위접수
56,2101645,탈탄소 사회로의 전환을 위한 기후위기대응 및 특별위원회 설치 결의안(강은미의원 등 12인),의원,2020-07-08,,,,소관위접수
57,2101644,국민체육진흥법 일부개정법률안(박주민의원 등 10인),의원,2020-07-08,2020-08-04,대안반영폐기,,대안반영폐기
58,2101643,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안(박주민의원 등 11인),의원,2020-07-08,,,,소관위접수
59,2101642,국가정보원직원법 일부개정법률안(송갑석의원 등 10인),의원,2020-07-08,,,,소관위접수
60,2101641,집행관법 일부개정법률안(송갑석의원 등 10인),의원,2020-07-08,,,,소관위접수
61,2101640,전기사업법 일부개정법률안(송갑석의원 등 12인),의원,2020-07-08,,,,소관위심사
62,2101639,공증인법 일부개정법률안(송갑석의원 등 10인),의원,2020-07-08,,,,소관위접수
63,2101638,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(송갑석의원 등 10인),의원,2020-07-08,,,,소관위접수
64,2101637,항공안전법 일부개정법률안(박홍근의원 등 15인),의원,2020-07-08,,,,소관위접수
65,2101636,상속세 및 증여세법 일부개정법률안(박홍근의원 등 10인),의원,2020-07-08,,,,소관위접수
66,2101635,10·16부마민주항쟁유공자의 예우에 관한 법률안(김희곤의원 등 17인),의원,2020-07-08,,,,소관위접수
67,2101634,액화석유가스의 안전관리 및 사업법 일부개정법률안(이소영의원 등 12인),의원,2020-07-08,,,,소관위심사
68,2101633,남북협력기금법 일부개정법률안(이용우의원 등 17인),의원,2020-07-08,,,,소관위심사
69,2101632,행정기본법안,정부,2020-07-08,,,,소관위접수
70,2101631,공동주택관리법 일부개정법률안(김영호의원 등 13인),의원,2020-07-08,,,,소관위접수
71,2101630,지방자치법 일부개정법률안(김영호의원 등 10인),의원,2020-07-08,,,,소관위접수
72,2101629,부가가치세법 일부개정법률안(박홍근의원 등 10인),의원,2020-07-08,,,,소관위접수
73,2101628,상가건물 임대차보호법 일부개정법률안(박홍근의원 등 11인),의원,2020-07-08,,,,소관위접수
74,2101627,지방재정법 일부개정법률안(윤준병의원 등 17인),의원,2020-07-08,,,,소관위접수
75,2101626,지방세법 일부개정법률안(윤준병의원 등 18인),의원,2020-07-08,,,,소관위접수
76,2101625,폐기물관리법 일부개정법률안(윤재갑의원 등 12인),의원,2020-07-08,,,,소관위접수
77,2101624,과학기술인공제회법 일부개정법률안(박홍근의원 등 13인),의원,2020-07-08,,,,소관위접수
78,2101623,도서개발 촉진법 일부개정법률안(윤재갑의원 등 10인),의원,2020-07-08,,,,소관위접수
79,2101622,수산기자재산업 육성법안(윤재갑의원 등 11인),의원,2020-07-08,,,,소관위접수
80,2101621,산업안전보건법 일부개정법률안(박홍근의원 등 16인),의원,2020-07-08,,,,소관위접수
81,2101620,교정공제회법 일부개정법률안(박홍근의원 등 15인),의원,2020-07-08,,,,소관위접수
82,2101619,자동차관리법 일부개정법률안(임종성의원 등 12인),의원,2020-07-08,,,,소관위접수
83,2101618,방송법 일부개정법률안(정필모의원 등 11인),의원,2020-07-08,,,,소관위접수
84,2101617,국민체육진흥법 일부개정법률안(임오경의원 등 15인),의원,2020-07-08,2020-08-04,대안반영폐기,,대안반영폐기
85,2101616,산업재해보상보험법 일부개정법률안(장철민의원 등 12인),의원,2020-07-08,,,,소관위접수
86,2101615,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안(윤재옥의원 등 13인),의원,2020-07-08,,,,소관위접수
87,2101614,아동복지법 일부개정법률안(신현영의원 등 11인),의원,2020-07-08,,,,소관위접수
88,2101613,인사청문회법 일부개정법률안(윤재옥의원 등 13인),의원,2020-07-08,,,,소관위접수
89,2101612,감염병의 예방 및 관리에 관한 법률 일부개정법률안(신현영의원 등 12인),의원,2020-07-08,,,,소관위접수
90,2101611,국회법 일부개정법률안(윤재옥의원 등 13인),의원,2020-07-08,,,,소관위접수
91,2101610,약사법 일부개정법률안(김예지의원 등 10인),의원,2020-07-08,,,,소관위접수
92,2101609,공직선거법 일부개정법률안(김예지의원 등 11인),의원,2020-07-08,,,,소관위접수
93,2101608,장애인 건강권 및 의료접근성 보장에 관한 법률 일부개정법률안(강선우의원 등 18인),의원,2020-07-08,,,,소관위접수
94,2101607,일제하 일본군위안부 피해자에 대한 보호ㆍ지원 및 기념사업 등에 관한 법률 일부개정법률안(임오경의원 등 10인),의원,2020-07-08,,,,소관위접수
95,2101606,국가재정법 일부개정법률안(권명호의원 등 11인),의원,2020-07-08,,,,소관위접수
96,2101605,공동주택관리법 일부개정법률안(유동수의원 등 13인),의원,2020-07-08,,,,소관위접수
97,2101604,임금채권보장법 일부개정법률안(임이자의원 등 10인),의원,2020-07-08,,,,소관위접수
98,2101603,고용정책 기본법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
99,2101602,아동·청소년의 성보호에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
0,2101601,아동복지법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
1,2101600,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
2,2101599,의료법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
3,2101598,초·중등교육법 일부개정법률안(최형두의원 등 10인),의원,2020-07-07,,,,소관위접수
4,2101597,아동복지법 일부개정법률안(정희용의원 등 10인),의원,2020-07-07,,,,소관위접수
5,2101596,국민체육진흥법 일부개정법률안(박정의원 등 22인),의원,2020-07-07,2020-08-04,대안반영폐기,,대안반영폐기
6,2101595,범죄인 인도법 일부개정법률안(송영길의원 등 13인),의원,2020-07-07,,,,소관위접수
7,2101594,보호시설에 있는 미성년자의 후견 직무에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
8,2101593,모자보건법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
9,2101592,교육환경 보호에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
10,2101591,교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
11,2101590,국민연금법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
12,2101589,국민연금과 직역연금의 연계에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
13,2101588,국민건강보험법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
14,2101587,감염병의 예방 및 관리에 관한 법률 일부개정법률안(최혜영의원 등 20인),의원,2020-07-07,,,,소관위심사
15,2101586,문화예술진흥법 일부개정법률안(신동근의원 등 10인),의원,2020-07-07,,,,소관위접수
16,2101585,전기통신사업법 일부개정법률안,정부,2020-07-07,,,,소관위접수
17,2101584,국가공무원법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
18,2101583,반인권적 국가범죄의 공소시효 배제 등에 관한 특례법안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
19,2101582,공직선거법 일부개정법률안(김도읍의원 등 10인),의원,2020-07-07,,,,소관위접수
20,2101581,조세특례제한법 일부개정법률안(김도읍의원 등 11인),의원,2020-07-07,,,,소관위접수
21,2101580,주한미군 공여구역주변지역 등 지원 특별법 일부개정법률안,정부,2020-07-07,,,,소관위접수
22,2101579,위험물안전관리법 일부개정법률안(김용판의원 등 16인),의원,2020-07-07,,,,소관위접수
23,2101578,다중이용업소의 안전관리에 관한 특별법 일부개정법률안(김용판의원 등 14인),의원,2020-07-07,,,,소관위접수
24,2101577,응급의료에 관한 법률 일부개정법률안(김승수의원 등 14인),의원,2020-07-07,,,,소관위접수
25,2101576,납세자소송에 관한 특별법안(이상민의원 등 10인),의원,2020-07-07,,,,소관위접수
26,2101575,공공데이터의 제공 및 이용 활성화에 관한 법률 일부개정법률안(송갑석의원 등 15인),의원,2020-07-07,,,,소관위접수
27,2101574,지방세법 일부개정법률안(홍정민의원 등 10인),의원,2020-07-07,,,,소관위접수
28,2101573,119구조·구급에 관한 법률 일부개정법률안(김승수의원 등 14인),의원,2020-07-07,,,,소관위접수
29,2101572,지방회계법 일부개정법률안(민형배의원 등 14인),의원,2020-07-07,,,,소관위접수
30,2101571,공정거래관련 집단소송법안(전해철의원 등 18인),의원,2020-07-07,,,,소관위접수
31,2101570,공공기관의 정보공개에 관한 법률 일부개정법률안(송갑석의원 등 14인),의원,2020-07-07,,,,소관위접수
32,2101569,자원의 절약과 재활용촉진에 관한 법률 일부개정법률안(김형동의원 등 19인),의원,2020-07-07,,,,소관위접수
33,2101568,위생용품 관리법 일부개정법률안(김원이의원 등 20인),의원,2020-07-07,,,,소관위접수
34,2101567,하도급거래 공정화에 관한 법률 일부개정법률안(민형배의원 등 14인),의원,2020-07-07,,,,소관위접수
35,2101566,국민체육진흥법 일부개정법률안(이병훈의원 등 11인),의원,2020-07-07,2020-08-04,대안반영폐기,,대안반영폐기
36,2101565,초·중등교육법 일부개정법률안(김원이의원 등 28인),의원,2020-07-07,,,,소관위접수
37,2101564,한국교직원공제회법 일부개정법률안,정부,2020-07-07,,,,소관위접수
38,2101563,유아교육법 일부개정법률안,정부,2020-07-07,,,,소관위접수
39,2101562,식생활교육지원법 일부개정법률안(김원이의원 등 22인),의원,2020-07-07,,,,소관위접수
40,2101561,소비자집단소송법안(이학영의원 등 11인),의원,2020-07-07,,,,소관위접수
41,2101560,임금채권보장법 일부개정법률안(장철민의원 등 12인),의원,2020-07-07,,,,소관위접수
42,2101559,장애인복지법 일부개정법률안(이종배의원 등 10인),의원,2020-07-07,,,,소관위접수
43,2101558,조세특례제한법 일부개정법률안(김승남의원 등 16인),의원,2020-07-07,,,,소관위접수
44,2101557,정당법 일부개정법률안(송옥주의원 등 10인),의원,2020-07-07,,,,소관위접수
45,2101556,장점마을 집단 암 발병 사태에 대한 진상규명 및 피해 배상ㆍ보상 촉구 결의안(김수흥의원 등 37인),의원,2020-07-07,,,,소관위접수
46,2101555,국회법 일부개정법률안(엄태영의원 등 14인),의원,2020-07-07,,,,소관위접수
47,2101554,공무원의 노동조합 설립 및 운영 등에 관한 법률 일부개정법률안(김주영의원 등 18인),의원,2020-07-07,,,,소관위접수
48,2101553,고향사랑 기부제에 관한 법률안(김승남의원 등 16인),의원,2020-07-07,,,,소관위접수
49,2101552,코로나19 대북 인도적 협력 촉구 결의안(안민석의원 등 37인),의원,2020-07-07,,,,소관위접수
50,2101551,국민연금법 일부개정법률안(이학영의원 등 10인),의원,2020-07-07,,,,소관위접수
51,2101550,도로교통법 일부개정법률안(정청래의원 등 11인),의원,2020-07-07,,,,소관위접수
52,2101549,소득세법 일부개정법률안(강병원의원 등 12인),의원,2020-07-07,,,,소관위접수
53,2101548,종합부동산세법 일부개정법률안(김정호의원 등 12인),의원,2020-07-07,,,,소관위접수
54,2101547,산업재해보상보험법 일부개정법률안(장철민의원 등 10인),의원,2020-07-07,,,,소관위접수
55,2101546,법인세법 일부개정법률안(김정호의원 등 10인),의원,2020-07-07,,,,소관위접수
56,2101545,공직선거법 일부개정법률안(정희용의원 등 13인),의원,2020-07-07,,,,소관위접수
57,2101544,감염병의 예방 및 관리에 관한 법률 일부개정법률안(김원이의원 등 21인),의원,2020-07-07,,,,소관위접수
58,2101543,감염병의 예방 및 관리에 관한 법률 일부개정법률안(고영인의원 등 21인),의원,2020-07-07,,,,소관위접수
59,2101542,개발제한구역의 지정 및 관리에 관한 특별조치법 일부개정법률안(이종성의원 등 14인),의원,2020-07-07,,,,소관위접수
60,2101541,유통산업발전법 일부개정법률안(김경만의원 등 15인),의원,2020-07-07,,,,소관위심사
61,2101534,전공의의 수련환경 개선 및 지위 향상을 위한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-07,,,,소관위접수
62,2101540,국민연금법 일부개정법률안(김상희의원 등 12인),의원,2020-07-06,,,,소관위접수
63,2101539,저출산·고령사회기본법 일부개정법률안(남인순의원 등 17인),의원,2020-07-06,,,,소관위접수
64,2101538,부동산 거래신고 등에 관한 법률 일부개정법률안(박상혁의원 등 19인),의원,2020-07-06,2020-08-04,수정가결,,정부이송
65,2101537,근로기준법 일부개정법률안(이주환의원 등 12인),의원,2020-07-06,,,,소관위접수
66,2101536,최저임금법 일부개정법률안(이주환의원 등 12인),의원,2020-07-06,,,,소관위접수
67,2101535,아동·청소년의 성보호에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
68,2101533,저출산·고령사회기본법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
69,2101532,생명윤리 및 안전에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
70,2101531,한부모가족지원법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
71,2101530,약사법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
72,2101529,국민연금법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
73,2101528,노인장기요양보험법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
74,2101527,국회법 일부개정법률안(노웅래의원 등 12인),의원,2020-07-06,,,,소관위접수
75,2101526,국민건강보험법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
76,2101525,의료법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
77,2101524,게임산업진흥에 관한 법률 일부개정법률안(이병훈의원 등 11인),의원,2020-07-06,,,,소관위접수
78,2101523,식품위생법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
79,2101522,교육기본법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
80,2101521,수입식품안전관리 특별법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
81,2101520,장애인활동 지원에 관한 법률 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
82,2101519,구직자 취업촉진 및 생활안정지원에 관한 법률 일부개정법률안(이상헌의원 등 10인),의원,2020-07-06,,,,소관위접수
83,2101518,대기환경보전법 일부개정법률안(박대수의원 등 11인),의원,2020-07-06,,,,소관위접수
84,2101517,국회의원수당 등에 관한 법률 일부개정법률안(노웅래의원 등 13인),의원,2020-07-06,,,,소관위접수
85,2101516,대기관리권역의 대기환경개선에 관한 특별법 일부개정법률안(박대수의원 등 10인),의원,2020-07-06,,,,소관위접수
86,2101515,자본시장과 금융투자업에 관한 법률 일부개정법률안,정부,2020-07-06,,,,소관위접수
87,2101514,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
88,2101513,식품위생법 일부개정법률안(남인순의원 등 12인),의원,2020-07-06,,,,소관위접수
89,2101512,국민건강증진법 일부개정법률안,정부,2020-07-06,,,,소관위접수
90,2101511,악취방지법 일부개정법률안(박대수의원 등 10인),의원,2020-07-06,,,,소관위접수
91,2101510,지하수법 일부개정법률안(박대수의원 등 10인),의원,2020-07-06,,,,소관위접수
92,2101509,원자력안전법 일부개정법률안(김석기의원 등 11인),의원,2020-07-06,,,,소관위심사
93,2101508,동물원 및 수족관의 관리에 관한 법률 일부개정법률안(이상헌의원 등 12인),의원,2020-07-06,,,,소관위접수
94,2101507,근로기준법 일부개정법률안(권은희의원 등 11인),의원,2020-07-06,,,,소관위접수
95,2101506,근로기준법 일부개정법률안(권은희의원 등 12인),의원,2020-07-06,,,,소관위접수
96,2101505,특정범죄신고자 등 보호법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
97,2101504,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(권은희의원 등 13인),의원,2020-07-06,,,,소관위접수
98,2101503,소년법 일부개정법률안(정춘숙의원 등 10인),의원,2020-07-06,,,,소관위접수
99,2101502,고용보험법 일부개정법률안(권은희의원 등 12인),의원,2020-07-06,,,,소관위접수
