,카테고리,제목,청원종료일,참여인원,URL
1205,안전/환경,대구 개학 연기 기간 중 교직원 출근 금지를 강제해주세요.,2020-03-23,"15,118",https://www1.president.go.kr/petitions/585305
1206,보건복지,CAR-T 국내 승인 부탁드립니다,2019-08-29,"15,100",https://www1.president.go.kr/petitions/581733
1207,육아/교육,22년째 동결된 어린이집 급간식비 기준 1.745원 인상 촉구!!!,2019-09-25,"15,081",https://www1.president.go.kr/petitions/582267
1208,보건복지,발달장애인 청년과 그 엄마의 죽음에 대해  대통령님 응답해주시기 바랍니다.,2020-07-04,"15,064",https://www1.president.go.kr/petitions/589489
1209,반려동물,강릉 고양이 토막사건,2018-09-16,"15,031",https://www1.president.go.kr/petitions/344522
1210,교통/건축/국토,문재인대통령님!! 10년공공임대 분양전환가!! 약속을 지켜주세요~,2020-01-11,"15,030",https://www1.president.go.kr/petitions/584007
1211,인권/성평등,강서구PC방 살인사건,2018-11-17,"15,013",https://www1.president.go.kr/petitions/410195
1212,정치개혁,"긴급 차량(소방차, 경찰차) 교통 사고에 대한 법률 개정 청원",2018-08-14,"15,002",https://www1.president.go.kr/petitions/307277
1213,정치개혁,국회에서 국회선진화법 위반 및 불법을 자행한 자유한국당 의원들을 법대로 엄정 처벌해주시기 바랍니다.,2019-06-02,"14,970",https://www1.president.go.kr/petitions/579931
1214,보건복지,아토피 신약 듀피젠트를 보험화 해주세요.,2019-10-02,"14,958",https://www1.president.go.kr/petitions/582413
1215,육아/교육,누가 b급 교사인가- 교원성과급제도의 문제점과 균등분배요구,2019-04-14,"14,945",https://www1.president.go.kr/petitions/562771
1216,육아/교육,"초중고교 정규 교육 과정에 경제, 금융 교육 의무화",2020-02-16,"14,940",https://www1.president.go.kr/petitions/584507
1217,정치개혁,문재인 대통령에게 힘 내주실 것을 촉구합니다.,2020-03-27,"14,934",https://www1.president.go.kr/petitions/585715
1218,외교/통일/국방,일본에 마스크 지원 반대합니다.,2020-05-20,"14,905",https://www1.president.go.kr/petitions/588203
1219,반려동물,대형마트의 소동물 판매를 금지시켜주세요.,2018-06-20,"14,892",https://www1.president.go.kr/petitions/238987
1220,기타,문재인 대통령님 생신축하드립니다,2019-02-17,"14,872",https://www1.president.go.kr/petitions/499518
1221,인권/성평등,"국어 교과서 '여성적','남성적' 단위 삭제",2018-07-04,"14,864",https://www1.president.go.kr/petitions/262102
1222,육아/교육,코로나 사태로 개강이 미뤄지고 사이버강의로 대처되는 대학교 등록금을 일부 환불해 주세요,2020-05-13,"14,842",https://www1.president.go.kr/petitions/588015
1223,정치개혁,심재철 을 국가보안법으로즉각구속수사 촉구합니다,2018-10-29,"14,841",https://www1.president.go.kr/petitions/392809
1224,정치개혁,조국관련 짜 맞추기 검찰조사 감찰 조사 요구 합니다,2019-12-01,"14,804",https://www1.president.go.kr/petitions/583396
1225,기타,국내 일부 온라인 쇼핑몰과 용산 전자상가 유통구조 개선,2019-08-10,"14,795",https://www1.president.go.kr/petitions/581374
1226,행정,"7,8월 한시적으로 가정용전기 누진세 감면과 전기요금제 개편을 청원합니다.",2018-08-15,"14,781",https://www1.president.go.kr/petitions/307857
1227,인권/성평등,이대로면 전세계에 <성공화국 대한민국> 이라는 타이틀이 달릴것입니다. 노르딕 모델을 도입해주세요,2019-04-16,"14,776",https://www1.president.go.kr/petitions/564213
1228,기타,제 2의 일베 뿐만 아니라 제 2의 소라넷 행보마저 걷는 워마드 수사를 청원합니다,2018-08-08,"14,766",https://www1.president.go.kr/petitions/300943
1229,행정,코로나 대응을 위해 힘쓴 질병관리본부 직원들의 연가보상비를 보장해주세요.,2020-05-22,"14,761",https://www1.president.go.kr/petitions/588289
1230,보건복지,전남대학교병원의 의료사고로 인해 한 가정이 무너졌습니다. 막막하고 억울함을 호소드립니다.,2018-11-06,"14,754",https://www1.president.go.kr/petitions/400339
1231,안전/환경,"sbs 궁금한이야기Y, “계란테러 피해자 할머니”",2019-06-26,"14,746",https://www1.president.go.kr/petitions/580419
1232,반려동물,유기견 포획시 쏜 마취총에 의해 죽은 아이를 계기로 제도개선을 했으면 합니다.,2018-10-28,"14,731",https://www1.president.go.kr/petitions/392398
1233,행정,"2012 국정원 댓글 조작, 셀프감금 사건 주인공 국정원 *** 직원의 승진을 취소하고 파면을 요청합니다.",2020-07-01,"14,726",https://www1.president.go.kr/petitions/589403
1234,안전/환경,"""화재로 인한 중학생의 죽음, 누구의 잘못인가요?"" 제발 도와주세요!",2018-12-15,"14,696",https://www1.president.go.kr/petitions/442562
1235,육아/교육,"온라인개학 반대, 5월이후로 개학연기, 학사운영 축소로 탄력적 재조정",2020-04-30,"14,690",https://www1.president.go.kr/petitions/587466
1236,인권/성평등,기사 제목에 피해자의 개인정보를 쓸 수 없도록 해주세요,2018-01-18,"14,668",https://www1.president.go.kr/petitions/69936
1237,행정,원분양자 LTV70%대출==>LTV60%하향조정으로 인한 진짜 서민 죽이는 금강원정책 철회하라.,2019-05-31,"14,648",https://www1.president.go.kr/petitions/579853
1238,행정,국립공원 출입하는데 왜 사찰이 돈을 받습니까?   <문화재 관람료>는 절 입구에서만 받도록 해주십시오.,2018-04-29,"14,639",https://www1.president.go.kr/petitions/180539
1239,인권/성평등,아파트 근무자 주민 폭행 갑질 미투보다 먼저 뿌리 뽑아야 한다.,2018-04-20,"14,621",https://www1.president.go.kr/petitions/171890
1240,행정,철저한 진상규명을 원합니다,2018-03-06,"14,600",https://www1.president.go.kr/petitions/127406
1241,인권/성평등,남래퍼 '산이'의 군복무를 청원합니다,2018-12-16,"14,600",https://www1.president.go.kr/petitions/444218
1242,정치개혁,검찰의 기소권 남용을 규탄하며 검찰개혁촉구를 위한 청원!,2019-10-09,"14,586",https://www1.president.go.kr/petitions/582562
1243,보건복지,생후 22일된 우리아기가 의료사고로 인해 세상을 떠났습니다.,2020-06-27,"14,579",https://www1.president.go.kr/petitions/589312
1244,육아/교육,"어린이집 0세반 아이가 매일 3시간씩 방치되고, 코뼈가 주저앉아서 집에 들어왔는데 아동학대가 아니랍니다.",2020-06-08,"14,573",https://www1.president.go.kr/petitions/588719
1245,행정,대한민국 국군 및 청해부대 고 최** 하사님을 모욕한 범죄자 처벌을 요구합니다,2019-06-27,"14,564",https://www1.president.go.kr/petitions/580478
1246,보건복지,코로나19 해외입국자 지원은 수익자부담원칙 지켜주세요,2020-04-24,"14,540",https://www1.president.go.kr/petitions/587147
1247,외교/통일/국방,베를린 장벽 조각에 태극기그려넣는 등등 대형 그래피티한 사람 조사해주세요,2018-07-08,"14,513",https://www1.president.go.kr/petitions/266519
1248,행정,무능 사치 공무원 박원순 서울특멸시장을 탄핵청원합니다.,2019-06-30,"14,508",https://www1.president.go.kr/petitions/580565
1249,외교/통일/국방,제주특별자치도 무사증 제도 폐지를 청원합니다.,2018-07-21,"14,505",https://www1.president.go.kr/petitions/278561
1250,보건복지,"유럽발 입국자 코로나 검사비용, 생활지원금 세금으로 내는 것 반대합니다",2020-04-22,"14,501",https://www1.president.go.kr/petitions/587011
1251,보건복지,건축사사무소 근무환경과 복지 해결에 관한 촉구의 글입니다.,2018-01-11,"14,494",https://www1.president.go.kr/petitions/64699
1252,기타,대한항공 조현민 전무의 갑질을 엄중 처벌해야합니다.,2018-05-12,"14,455",https://www1.president.go.kr/petitions/196894
1253,일자리,급식노동자를 위한 처우 개선을 해주세요,2019-07-28,"14,440",https://www1.president.go.kr/petitions/581125
1254,기타,"""4만6000원?""..술 취해 택시기사 숨지게 한 변호사 사무장.. 저희 아버지의 억울한 죽음을 알아주세요",2018-09-01,"14,436",https://www1.president.go.kr/petitions/327396
1255,인권/성평등,대한민국에서 거소등록(주민등록)을 하고 경제활동을 하고 세금을 내고 있는 외국인들에 대해서도 정부에서 가이드라인을 만들어 코비드19 관련 지원을 부탁드립니다.,2020-04-29,"14,430",https://www1.president.go.kr/petitions/587415
1256,인권/성평등,1999년 끔찍한 황산테러에 희생된 태완이 사건을 재조사해주세요.,2019-04-22,"14,425",https://www1.president.go.kr/petitions/570863
1257,인권/성평등,기업은행 성폭행 사건 피해자인 제 여자친구를 살려주세요...,2019-03-26,"14,424",https://www1.president.go.kr/petitions/538066
1258,육아/교육,"범죄 가해자들을 보호하는 소년법을 개정하고, 정당한 처벌을 해주십시요.",2019-06-22,"14,422",https://www1.president.go.kr/petitions/580386
1259,정치개혁,김경수 도지사 폭행범 처벌 및 편파적 보도 여론 시정 조치 요청,2018-09-09,"14,408",https://www1.president.go.kr/petitions/334962
1260,정치개혁,태극기부대 국회 난동 주동자 색출과 엄중 처벌을 촉구합니다,2020-01-16,"14,384",https://www1.president.go.kr/petitions/584073
1261,기타,우한 폐렴 3번째 확진자 신상공개와 벌금을 물게 해주세요.,2020-03-05,"14,363",https://www1.president.go.kr/petitions/584900
1262,인권/성평등,광주폭행사건에대해 솜방망이 처벌하지 말아주세요 가해자도 인생이 망가져야 합니다.,2018-06-01,"14,360",https://www1.president.go.kr/petitions/219992
1263,문화/예술/체육/언론,제 친구의 억울함을 풀어주세요,2019-08-28,"14,344",https://www1.president.go.kr/petitions/581724
1264,보건복지,"코로나 19, 대구에 기부된 기부금 사용 내역 진상 규명바랍니다.",2020-04-01,"14,342",https://www1.president.go.kr/petitions/586046
1265,외교/통일/국방,우리나라 초미세먼지의 가장 중요한  원인은 중국 동부해안의 석유코크스(페트코크)Petcoke 입니다. 외교적으로 강력한 항의 및 중지 노력 부탁드립니다.,2019-04-04,"14,336",https://www1.president.go.kr/petitions/548393
1266,안전/환경,유박비료의  생산과 유통 및 사용을 금지하여 주십시오.,2020-05-13,"14,314",https://www1.president.go.kr/petitions/588044
1267,기타,연예인 김**씨의 과한 만우절 장난 처벌 해주세요,2020-05-01,"14,303",https://www1.president.go.kr/petitions/587594
1268,기타,호주와 뉴질랜드에 있는 학생 및 워킹홀리데이비자를 소지한 국민들을 위한 전세기를 청원합니다,2020-04-23,"14,290",https://www1.president.go.kr/petitions/587085
1269,반려동물,유기견을 참혹하게 도살한 사람들을 처벌하여 주세요,2019-04-05,"14,280",https://www1.president.go.kr/petitions/550301
1270,인권/성평등,(도와주십시오) 해외여행 시 현지인(가이드 등)에 의한 성폭력 발생 시 어떠한 조치도 취할 수 없다는 거 아십니까?,2018-07-21,"14,275",https://www1.president.go.kr/petitions/279009
1271,인권/성평등,"인천 ***교회 김**, 김** 목사를 처벌해주십시요",2018-11-30,"14,273",https://www1.president.go.kr/petitions/426186
1272,인권/성평등,"성소수자 혐오 집회에서 시작된 성소수자 혐오 폭력 집회, 더 이상 가만히 있어서는 안됩니다.",2018-10-08,"14,250",https://www1.president.go.kr/petitions/371763
1273,문화/예술/체육/언론,!!축구를배우는 학생도 대한민국 학생이다!!,2020-07-19,"14,226",https://www1.president.go.kr/petitions/589828
1274,안전/환경,보일러 수리중 98%화상을 입고 돌아가신 아버지사건에 진실을 요구합니다,2019-09-11,"14,223",https://www1.president.go.kr/petitions/581988
1275,기타,조선족 게이트라는 음모론을 유포하는 이들을 엄벌해주십시오,2020-04-02,"14,218",https://www1.president.go.kr/petitions/586223
1276,보건복지,'신천지 교회'를 '신천지 집단'으로 명칭 교정을 청원합니다.,2020-04-02,"14,216",https://www1.president.go.kr/petitions/586199
1277,육아/교육,초등학생들의 5월 등교개학을 반대합니다! 1학기까지 온라인 수업으로 유지해 주세요!!,2020-05-28,"14,211",https://www1.president.go.kr/petitions/588462
1278,안전/환경,PC방 화상사고에 대한 대책이 필요합니다. 우리나라의 어린이들과 청소년들을 보호해주세요.,2018-11-05,"14,203",https://www1.president.go.kr/petitions/399507
1279,정치개혁,'조폭 유착' 경기남부지방경찰청과 성남수정경찰서에 대한 특검을 청원합니다.,2018-08-22,"14,170",https://www1.president.go.kr/petitions/315869
1280,육아/교육,거액의 학비를 내는 학교들의 무의미하게 내버린 학비를 돌려주세요.,2020-06-11,"14,170",https://www1.president.go.kr/petitions/588810
1281,보건복지,보육의 적폐를 바로잡아주세요,2018-02-10,"14,169",https://www1.president.go.kr/petitions/88025
1282,안전/환경,부산 산타페 사고 재수사 해주세요,2017-11-26,"14,156",https://www1.president.go.kr/petitions/24164
1283,문화/예술/체육/언론,**일보 인가취소 청원합니다,2019-05-30,"14,137",https://www1.president.go.kr/petitions/579833
1284,인권/성평등,경찰이 운영하는 ‘옛 남영동 대공분실’을 시민사회가 운영하는 「인권기념관」으로 바꿔주십시오.,2018-02-01,"14,120",https://www1.president.go.kr/petitions/78392
1285,안전/환경,일본전범기업들의 쓰레기수입을 막아주세요,2019-08-31,"14,095",https://www1.president.go.kr/petitions/581772
1286,보건복지,"대구 17세 소년의 마지막 말 ""엄마 나 아파"" 누가 보듬어 주나",2020-04-23,"14,087",https://www1.president.go.kr/petitions/587068
1287,행정,대구 경북에 대한 특별재난지역 선포를 금지해주실 것을 청원합니다.,2020-04-15,"14,079",https://www1.president.go.kr/petitions/586718
1288,외교/통일/국방,육군 일병 운전병에게 어찌 이런 일이 있을수 있나,2018-12-05,"14,074",https://www1.president.go.kr/petitions/432674
1289,정치개혁,문재인대통령에게 총살감 막말한 김문수 자유한국당의원 처벌,2019-09-21,"14,073",https://www1.president.go.kr/petitions/582222
1290,기타,성폭력피해자 등 범죄피해자가 민사소송시 인적사항이 노출되지 않도록 해주세요,2018-07-05,"14,071",https://www1.president.go.kr/petitions/263300
1291,행정,학원 휴원 강제압력은 국민의 생계를 위협하는 일입니다.,2020-04-08,"14,056",https://www1.president.go.kr/petitions/586440
1292,육아/교육,학생도 없는 학교!   교사를 위한 급식실시가 웬말입니까?,2020-05-06,"14,051",https://www1.president.go.kr/petitions/587804
1293,기타,김기덕 조재현 성폭행 철저히 수사해주세요!!,2018-04-06,"14,015",https://www1.president.go.kr/petitions/159779
1294,교통/건축/국토,평창 동계올림픽으로 인한 대관령 침수 피해.,2018-06-22,"14,001",https://www1.president.go.kr/petitions/241396
1295,인권/성평등,과*여자고등학교 저희 반 구해주세요,2018-08-11,"14,001",https://www1.president.go.kr/petitions/304313
1296,기타,이번에 순직한 예비소방관이 순직처리 안될수도 있다는 얘기가 있습니다.,2018-04-29,"13,992",https://www1.president.go.kr/petitions/181201
1297,안전/환경,강서구 pc방 살인사건 또다른 살인자 공범동생의 긴급체포요청/책임회피 공무원에 대한 강력징계 요청,2018-11-19,"13,978",https://www1.president.go.kr/petitions/412698
1298,보건복지,의료용대마 사용확대와 대마초 비범죄화,2020-05-23,"13,973",https://www1.president.go.kr/petitions/588332
1299,육아/교육,"인천화살교감 사건 피해자의 억울함을 풀고, 가해자 교육계 퇴출로 교육계의 적폐청산이 이루어지길 청원합니다.",2017-11-24,"13,908",https://www1.president.go.kr/petitions/23618
1300,교통/건축/국토,"실질적인 건설현장의 노동시간 단축을 위하여 당국의 철저한 관리, 감독을 요청합니다.",2018-05-05,"13,895",https://www1.president.go.kr/petitions/185949
1301,외교/통일/국방,@@@@@ 부산과 일본을 잇는 해저 터널의 금지를 청원합니다 @@@@@,2018-10-19,"13,894",https://www1.president.go.kr/petitions/385612
1302,육아/교육,**중학교 학교폭력피해자의 엄마입니다.,2019-07-03,"13,891",https://www1.president.go.kr/petitions/580577
1303,정치개혁,조국장관 사표 반려,2019-11-13,"13,857",https://www1.president.go.kr/petitions/583104
1304,정치개혁,선거개표방식을 전자개표 방식을 폐지하고 수개표 방식으로 복귀바랍니다.,2019-06-28,"13,855",https://www1.president.go.kr/petitions/580508
1305,문화/예술/체육/언론,버닝썬 클럽의 사내 이사였던 승리 씨가 속한 YG 엔터테인먼트의 전수 조사를 청원합니다.,2019-03-31,"13,834",https://www1.president.go.kr/petitions/542643
1306,정치개혁,태극기집회 지원금을 막아주세요.,2019-05-22,"13,830",https://www1.president.go.kr/petitions/579687
1307,행정,국민과 더불어 지역과 소통하는 ‘대통령 세종집무실 설치’를 청원합니다!,2019-05-11,"13,812",https://www1.president.go.kr/petitions/579521
1308,정치개혁,국민이 직접 국회의원 파면하는 국민소환제 도입해주세요.,2018-04-07,"13,801",https://www1.president.go.kr/petitions/161369
1309,반려동물,강릉 애견샵에서 말티즈 집어던져 죽인 여성 처벌해주세요,2019-03-13,"13,794",https://www1.president.go.kr/petitions/521573
1310,외교/통일/국방,이슬람 무장단체인 헤즈볼라와 테러집단 하마스에 이메일을 보낸 일간베스트 회원 처벌 청원합니다,2018-08-11,"13,793",https://www1.president.go.kr/petitions/304186
1311,교통/건축/국토,민식이법 수정 or 철회,2020-01-11,"13,791",https://www1.president.go.kr/petitions/584010
1312,안전/환경,충남당진자매살인사건용의자신상공개와처형을원합니다,2020-08-07,"13,791",https://www1.president.go.kr/petitions/590471
1313,교통/건축/국토,무단횡당 사고 과실여부,2018-05-27,"13,786",https://www1.president.go.kr/petitions/213177
1314,문화/예술/체육/언론,무자격자 이상로 방송통신심의위원을 해임해주십시요!,2019-04-10,"13,764",https://www1.president.go.kr/petitions/556528
1315,보건복지,"혈구탐식성림프조직구증 환자,환아 분들과 보호자분들의 병명코드변경이 시급합니다.",2017-12-19,"13,763",https://www1.president.go.kr/petitions/46335
1316,인권/성평등,약학대학의 여성 편향적 모집인원을 개선해주십시오.,2020-07-08,"13,740",https://www1.president.go.kr/petitions/589547
1317,정치개혁,경기도 여청단에 엄중한 수사 촉구하면서 비호 세력 정치인이 있는지 엄중 수사 해주세요,2019-03-12,"13,731",https://www1.president.go.kr/petitions/520541
1318,인권/성평등,자살 한 딸의 한(恨)은 일 년이 지나도 풀리지 않았습니다.,2019-08-04,"13,713",https://www1.president.go.kr/petitions/581249
1319,정치개혁,입만 열면 거짓된 정보를 발설하는 제1 야당의 대표를 사기죄로 처벌해주세요.,2018-02-22,"13,703",https://www1.president.go.kr/petitions/110360
1320,정치개혁,장제원 의원 아들 장용준(노엘) 소환조사 추석 전 시작해 주시기 바랍니다,2019-10-09,"13,701",https://www1.president.go.kr/petitions/582587
1321,경제민주화,정부는 금융적폐청산에 내일 당장 나서 주세요,2018-05-08,"13,683",https://www1.president.go.kr/petitions/191527
1322,정치개혁,대구시장님 그만하고 집에서 쭉~쉬세요 탄핵원합니다,2020-05-03,"13,626",https://www1.president.go.kr/petitions/587695
1323,보건복지,우리 아기를 도와주세,2018-01-11,"13,621",https://www1.president.go.kr/petitions/64424
1324,육아/교육,폭주하고 있는 유은혜 장관을 그냥 방치하는 이유가 궁금합니다.,2020-05-02,"13,603",https://www1.president.go.kr/petitions/587668
1325,정치개혁,자유한국당의 해산을 촉구합니다,2019-05-30,"13,588",https://www1.president.go.kr/petitions/579804
1326,인권/성평등,**당 지역 위원장의 군의원에 대한 성추행 사건에 대한 청원,2020-01-01,"13,570",https://www1.president.go.kr/petitions/583850
1327,기타,의료기관에 KF94이상의 마스크를 공급해주세요,2020-03-26,"13,558",https://www1.president.go.kr/petitions/585639
1328,육아/교육,"초,중,고 개학을 3월 마지막주까지 미뤄주세요",2020-03-29,"13,534",https://www1.president.go.kr/petitions/585854
1329,기타,모친상을 당하신 대통령님께 조의를 표해드리고 싶습니다.,2019-11-29,"13,524",https://www1.president.go.kr/petitions/583364
1330,안전/환경,자칭 태극기 집회라 떠드는 박사모들의 폭력집회를 엄단해 주세요!,2018-03-31,"13,510",https://www1.president.go.kr/petitions/155549
1331,교통/건축/국토,민식이 법 개정을 부탁드립니다,2020-04-25,"13,500",https://www1.president.go.kr/petitions/587239
1332,경제민주화,"대통령님! 이명박의 밝혀지지 않은 불법을 단죄하기 위해, ""시민단체 플랜다스의 계""가 「다스」주식 3%를 취득할 수 있도록 도와주십시오!",2018-04-28,"13,486",https://www1.president.go.kr/petitions/179966
1333,보건복지,"암이지만 네가 알 필요는 없어, 이게 병원입니까?",2019-08-01,"13,484",https://www1.president.go.kr/petitions/581181
1334,안전/환경,오늘 오전 초등학교 앞에서 끔찍한 덤프트럭 사고가 있었습니다.,2018-06-08,"13,480",https://www1.president.go.kr/petitions/228256
1335,정치개혁,윤미향의원의 의원직사퇴를 강력히 요구합니다,2020-07-08,"13,474",https://www1.president.go.kr/petitions/589562
1336,경제민주화,금융당국 부터 조사해야 합니다.,2019-12-04,"13,437",https://www1.president.go.kr/petitions/583432
1337,기타,토익응시가 불가피한 취업준비생 대상으로 갑질하는 ETS를 국민청원합니다.,2019-11-07,"13,401",https://www1.president.go.kr/petitions/583012
1338,행정,촉법소년법폐지. 10대가해자의 부모연대책임. 13세7명 무면허운자들의 형사책임을 요구합니다.,2020-05-03,"13,389",https://www1.president.go.kr/petitions/587694
1339,기타,몰카로 수익 얻는 수많은 파일공유사이트들 처벌,2018-02-09,"13,384",https://www1.president.go.kr/petitions/82815
1340,육아/교육,성남시 아동수당 지역화폐 지급 철회 요망,2018-07-27,"13,378",https://www1.president.go.kr/petitions/287466
1341,인권/성평등,시골 남성들에 대한 매매혼 지원금 지급 중지를 바랍니다.,2017-10-02,"13,370",https://www1.president.go.kr/petitions/1520
1342,정치개혁,조국 법무부 장관 후보와 가족들에 무차별적으로 음혜와 허위 사실을  만들어 퍼트리는 언론들과 유튜브 그리고 댓글부대을 고발해 법적 처벌을 받게 해주십시요,2019-09-27,"13,349",https://www1.president.go.kr/petitions/582350
1343,외교/통일/국방,남성징병제의 개선을 요구합니다.,2018-06-18,"13,312",https://www1.president.go.kr/petitions/237721
1344,육아/교육,유치원 교육비 부모에게 공평하게 주세요!! 쫌!!,2018-11-24,"13,303",https://www1.president.go.kr/petitions/420090
1345,반려동물,길고양이 사체를 마주하는게 너무 힘듭니다! 나라는 제발 길고양이들과 또 티앤알사업을 위해 봉사하시는 분들을 보호하십시요!,2019-01-23,"13,299",https://www1.president.go.kr/petitions/478034
1346,문화/예술/체육/언론,17세 미성년 작가를 수년간 착취한 레진코믹스 대표를 처벌해주십시오,2018-10-15,"13,291",https://www1.president.go.kr/petitions/381852
1347,반려동물,도와주세요. 저희 개가 이웃에게 처참히 죽임을 당했습니다.,2018-05-10,"13,281",https://www1.president.go.kr/petitions/193279
1348,정치개혁,최강욱의원법사위배정하라,2020-06-17,"13,281",https://www1.president.go.kr/petitions/589018
1349,외교/통일/국방,지소미아 연장을 청원합니다,2019-12-12,"13,276",https://www1.president.go.kr/petitions/583568
1350,육아/교육,대통령님 보육교사가 말씀드립니다,2018-08-19,"13,269",https://www1.president.go.kr/petitions/312237
1351,인권/성평등,'아빠와의 지옥' 돌아가기 싫어요: 성추행을 한 부모의 친권 상실을 요구합니다,2018-06-22,"13,266",https://www1.president.go.kr/petitions/241424
1352,인권/성평등,"저는 성추행범이 아님에도, 법원 확정 판결이 났습니다. 정말 억울합니다.",2018-10-09,"13,261",https://www1.president.go.kr/petitions/373490
1353,행정,"[국가 공무원 시험] 아무런 예고도 없이, 직업상담사 2급 자격증에 가산점 5%를 주는 것은 부당합니다.",2018-02-01,"13,255",https://www1.president.go.kr/petitions/78290
1354,반려동물,부산 해운대 개3마리추락 살해 범죄자 엄중처벌및 우울증 정신병 감형없애주세요,2019-02-07,"13,224",https://www1.president.go.kr/petitions/490399
1355,보건복지,외국인 건강보험혜택을 없애주세요,2018-07-20,"13,210",https://www1.president.go.kr/petitions/277389
1356,보건복지,의료보험과 한방보험을 분리시켜주세요. (선택적 보험가입),2017-12-20,"13,198",https://www1.president.go.kr/petitions/46743
1357,기타,100억대 전세 사기로 짓밟힌 청춘의 꿈들을 보호해주세요.,2018-05-24,"13,173",https://www1.president.go.kr/petitions/210637
1358,보건복지,"코로나19, 기부금의 사용처 공개 원합니다.",2020-03-27,"13,150",https://www1.president.go.kr/petitions/585709
1359,정치개혁,미래한국당 해산을 헌법재판소에 청구해 주십시오,2020-03-20,"13,149",https://www1.president.go.kr/petitions/585217
1360,육아/교육,스승의 날을 폐지하여 주십시오.,2018-05-20,"13,148",https://www1.president.go.kr/petitions/207626
1361,육아/교육,저희아이가어린이집에서억울한아동학대를당했습니다.,2020-03-20,"13,143",https://www1.president.go.kr/petitions/585226
1362,안전/환경,타국이 아닌 대한민국 부터 보호해주세요,2020-03-04,"13,114",https://www1.president.go.kr/petitions/584824
1363,보건복지,발암(미세)먼지 세상 속  숨 쉴 수 있게 시티트리를 도입 해주세요.,2018-04-30,"13,105",https://www1.president.go.kr/petitions/181873
1364,인권/성평등,창녕 아동학대 가해자 무기징역을 선고해주세요.,2020-07-10,"13,072",https://www1.president.go.kr/petitions/589608
1365,기타,조국장관 원상복귀시켜주세요,2019-11-30,"13,017",https://www1.president.go.kr/petitions/583380
1366,육아/교육,사립유치원 교사의 급여를 보장해주세요,2018-01-26,"13,009",https://www1.president.go.kr/petitions/74842
1367,보건복지,"하룻밤 새 사라진 수술실 CCTV 설치법,   다시 살릴 수 있을까요?   정부는 계속 뒷짐만 지실 겁니까?",2019-06-20,"12,975",https://www1.president.go.kr/petitions/580353
1368,육아/교육,아동학대 처벌법 강화 및 아동보호 국가시스템 도입이 시급합니다!,2020-07-04,"12,963",https://www1.president.go.kr/petitions/589491
1369,문화/예술/체육/언론,소년체전.전국체전을 지켜주세요.,2020-07-15,"12,963",https://www1.president.go.kr/petitions/589685
1370,외교/통일/국방,전 국민을 위험에 빠트린 문재인 탄핵,2020-03-26,"12,939",https://www1.president.go.kr/petitions/585614
1371,정치개혁,'조선일보'를 여적죄로 고발하려고 합니다. 국민여러분의 동의를 구합니다.,2019-08-17,"12,938",https://www1.president.go.kr/petitions/581528
1372,정치개혁,국회의원 비례대표제 폐지를 청원합니다.,2019-05-29,"12,891",https://www1.president.go.kr/petitions/579794
1373,보건복지,코로나19 방역장비(마스크 등)의 개성공단 생산 제안,2020-04-05,"12,878",https://www1.president.go.kr/petitions/586379
1374,문화/예술/체육/언론,언론의 무책임한 오보를 막아주세요,2018-05-19,"12,867",https://www1.president.go.kr/petitions/205890
1375,정치개혁,국회의원 연금 120만원 폐지되어야 합니다,2018-03-04,"12,852",https://www1.president.go.kr/petitions/125475
1376,정치개혁,대통령께서는 415 총선의 민의를 받들어 윤석열 검찰총장을 해임하십시오.,2020-05-17,"12,819",https://www1.president.go.kr/petitions/588144
1377,인권/성평등,흉악한 스토커를 두려워하는 대한민국 삼십대 미혼여성입니다.,2020-05-23,"12,807",https://www1.president.go.kr/petitions/588325
1378,안전/환경,소비자를 기만하는 A사측에 건조기문제의 근본적인 해결책을 요청합니다.,2019-09-12,"12,801",https://www1.president.go.kr/petitions/582027
1379,외교/통일/국방,코피노 아빠 찾기 사이트를 국가적으로 운영하여 주세요,2018-06-24,"12,784",https://www1.president.go.kr/petitions/243309
1380,기타,사법부 블랙리스트 의혹 검찰수사 청원합니다,2018-02-22,"12,783",https://www1.president.go.kr/petitions/110129
1381,외교/통일/국방,9살 어린 여자아이 최모양과 삼촌 강모(32살)씨... 총7명의 탈북자 강제북송을 막아주세요 ...,2019-05-30,"12,780",https://www1.president.go.kr/petitions/579832
1382,정치개혁,황교안을 내란사범으로 처벌하여 주십시요,2020-01-16,"12,757",https://www1.president.go.kr/petitions/584078
1383,교통/건축/국토,"제목) 공공택지에 공급한 공공주택(공공분양, 공공임대)은 ‘분양가상한제’를 적용하여 무주택서민들에게도 내 집 마련의 기회를 제공하는 정의로운 사회 분배 정책을 실현해주십시오!",2018-02-02,"12,754",https://www1.president.go.kr/petitions/79101
1384,보건복지,직계가족활동보조사활동,2019-06-16,"12,752",https://www1.president.go.kr/petitions/580259
1385,정치개혁,"국회선진화법위반, 범법-망언 한국당의원 63명, 전원  기소, 처벌을 강력히 원합니다.",2019-10-31,"12,749",https://www1.president.go.kr/petitions/582931
1386,보건복지,낙태 반대하는 천주교 100만인에게 미혼모 시설 및 아이 양육비 지원을 요구합니다,2018-04-19,"12,736",https://www1.president.go.kr/petitions/170564
1387,일자리,우정사업본부의 패악질을 막아 주세요,2019-07-20,"12,710",https://www1.president.go.kr/petitions/580985
